State,Year,Month,Week,Tested,Confirmed,Recovered,Deceased
Bihar,2020,November,"Week 1",80263938,1537177,1480792,7805
Bihar,2020,November,"Week 2",86642866,1573591,1520382,8133
Bihar,2020,November,"Week 3",92533839,1600665,1552606,8405
Bihar,2020,November,"Week 4",98081457,1627368,1581318,8662
Bihar,2020,November,"Week 5",29212419,470775,457049,2523
Bihar,2020,October,"Week 1",53867595,1315032,1226089,6419
Bihar,2020,October,"Week 2",58730442,1372503,1289583,6636
Bihar,2020,October,"Week 3",63992529,1430307,1348053,6972
Bihar,2020,October,"Week 4",70634952,1483571,1405639,7343
Bihar,2020,October,"Week 5",32329276,647674,619821,3250
Bihar,2020,September,"Week 1",26095570,1007335,887213,5165
Bihar,2020,September,"Week 2",32655288,1086847,975839,5583
Bihar,2020,September,"Week 3",38101378,1158713,1059135,5993
Bihar,2020,September,"Week 4",45895824,1230961,1130669,6172
Bihar,2020,September,"Week 5",14400917,364377,337515,1798
Bihar,2021,April,"Week 1",167768174,1880205,1843316,11088
Bihar,2021,April,"Week 2",171938945,1984320,1868531,11304
Bihar,2021,April,"Week 3",176690122,2276349,1947613,12362
Bihar,2021,April,"Week 4",181604913,2823382,2210164,15128
Bihar,2021,April,"Week 5",52769611,924781,713518,5040
Bihar,2021,August,"Week 1",265483026,5075144,5004999,67516
Bihar,2021,August,"Week 2",272904687,5077272,5007802,67528
Bihar,2021,August,"Week 3",279830676,5078709,5009825,67543
Bihar,2021,August,"Week 4",286444769,5079431,5011083,67554
Bihar,2021,August,"Week 5",125098226,2177102,2147824,28959
Bihar,2021,February,"Week 1",149165694,1827481,1809971,10577
Bihar,2021,February,"Week 2",152616679,1830958,1815346,10647
Bihar,2021,February,"Week 3",154844965,1833682,1819237,10716
Bihar,2021,February,"Week 4",156371612,1836829,1822727,10772
Bihar,2021,January,"Week 1",130973499,1780379,1740077,9875
Bihar,2021,January,"Week 2",135561399,1799021,1760809,10066
Bihar,2021,January,"Week 3",139878940,1812241,1777879,10212
Bihar,2021,January,"Week 4",144039666,1819982,1794418,10378
Bihar,2021,January,"Week 5",62832873,781802,773543,4495
Bihar,2021,July,"Week 1",235679840,5057527,4980217,67215
Bihar,2021,July,"Week 2",241517891,5062837,4989285,67323
Bihar,2021,July,"Week 3",247748383,5067538,4995171,67404
Bihar,2021,July,"Week 4",255120727,5071205,5000092,67463
Bihar,2021,July,"Week 5",111581086,2174345,2144021,28928
Bihar,2021,June,"Week 1",212445178,4977610,4865211,37250
Bihar,2021,June,"Week 2",217694759,5013277,4906710,62286
Bihar,2021,June,"Week 3",223123164,5033056,4941001,66750
Bihar,2021,June,"Week 4",228235201,5046230,4962373,67021
Bihar,2021,June,"Week 5",66207123,1443568,1420807,19172
Bihar,2021,March,"Week 1",157897725,1838641,1825415,10802
Bihar,2021,March,"Week 2",159144598,1840309,1827259,10840
Bihar,2021,March,"Week 3",161044896,1842941,1829177,10886
Bihar,2021,March,"Week 4",163638882,1849535,1832266,10968
Bihar,2021,March,"Week 5",70973456,795989,786742,4723
Bihar,2021,May,"Week 1",187589189,3674383,2874105,20331
Bihar,2021,May,"Week 2",192648519,4276210,3535709,24049
Bihar,2021,May,"Week 3",198358839,4646286,4163717,28265
Bihar,2021,May,"Week 4",204873904,4865204,4589109,33171
Bihar,2021,May,"Week 5",89429228,2116582,2045564,15319
Bihar,2021,October,"Week 1",326890449,5081792,5013920,67627
Bihar,2021,October,"Week 2",332971310,5081992,5014107,67627
Bihar,2021,October,"Week 3",338392839,5082207,5014296,67627
Bihar,2021,October,"Week 4",345270250,5082437,5014543,67627
Bihar,2021,October,"Week 5",150917122,2178273,2149150,28983
Bihar,2021,September,"Week 1",296935852,5080202,5012123,67582
Bihar,2021,September,"Week 2",304332094,5080709,5012585,67605
Bihar,2021,September,"Week 3",311364054,5081170,5013094,67609
Bihar,2021,September,"Week 4",318376438,5081548,5013509,67619
Bihar,2021,September,"Week 5",92277445,1451910,1432480,19321
Chandigarh,2020,April,"Week 1",744,125,20,0
Chandigarh,2020,April,"Week 2",1739,137,49,0
Chandigarh,2020,April,"Week 3",2773,165,77,0
Chandigarh,2020,April,"Week 4",5023,246,109,0
Chandigarh,2020,April,"Week 5",2159,142,35,0
Chandigarh,2020,August,"Week 1",106867,8533,5114,139
Chandigarh,2020,August,"Week 2",129924,11727,6985,183
Chandigarh,2020,August,"Week 3",155509,16174,8848,212
Chandigarh,2020,August,"Week 4",184869,22602,12206,276
Chandigarh,2020,August,"Week 5",89359,12486,6975,153
Chandigarh,2020,December,"Week 1",1041331,124790,115984,2003
Chandigarh,2020,December,"Week 2",1107805,129397,121431,2093
Chandigarh,2020,December,"Week 3",1164585,132748,126906,2141
Chandigarh,2020,December,"Week 4",1220463,135564,130832,2199
Chandigarh,2020,December,"Week 5",539891,59045,56949,949
Chandigarh,2020,July,"Week 1",57629,3254,2741,43
Chandigarh,2020,July,"Week 2",65714,3862,2912,55
Chandigarh,2020,July,"Week 3",74829,4810,3424,81
Chandigarh,2020,July,"Week 4",86178,5986,3893,93
Chandigarh,2020,July,"Week 5",40969,3045,1925,43
Chandigarh,2020,June,"Week 1",35424,2136,1684,34
Chandigarh,2020,June,"Week 2",39422,2353,2037,35
Chandigarh,2020,June,"Week 3",44383,2657,2162,42
Chandigarh,2020,June,"Week 4",49636,2956,2301,42
Chandigarh,2020,June,"Week 5",15237,874,713,12
Chandigarh,2020,March,"Week 3",0,11,0,0
Chandigarh,2020,March,"Week 4",0,50,0,0
Chandigarh,2020,March,"Week 5",0,36,0,0
Chandigarh,2020,May,"Week 1",11351,759,140,5
Chandigarh,2020,May,"Week 2",15488,1238,194,19
Chandigarh,2020,May,"Week 3",20439,1388,567,21
Chandigarh,2020,May,"Week 4",28279,1818,1286,26
Chandigarh,2020,May,"Week 5",13982,871,587,12
Chandigarh,2020,November,"Week 1",778591,103060,96658,1601
Chandigarh,2020,November,"Week 2",833991,107971,99602,1691
Chandigarh,2020,November,"Week 3",887016,113264,103886,1770
Chandigarh,2020,November,"Week 4",954627,118677,108859,1868
Chandigarh,2020,November,"Week 5",283942,34751,31996,553
Chandigarh,2020,October,"Week 1",566777,87179,74187,1218
Chandigarh,2020,October,"Week 2",613005,92148,82322,1343
Chandigarh,2020,October,"Week 3",665426,95463,87781,1448
Chandigarh,2020,October,"Week 4",709889,98232,92055,1529
Chandigarh,2020,October,"Week 5",318514,43061,40422,676
Chandigarh,2020,September,"Week 1",235717,36932,21672,461
Chandigarh,2020,September,"Week 2",316022,51133,32365,589
Chandigarh,2020,September,"Week 3",415247,66478,44977,772
Chandigarh,2020,September,"Week 4",498790,78063,60227,998
Chandigarh,2020,September,"Week 5",154210,23754,19411,320
Chandigarh,2021,April,"Week 1",2247325,197320,173055,2684
Chandigarh,2021,April,"Week 2",2384946,215264,189486,2782
Chandigarh,2021,April,"Week 3",2535175,237982,209362,2899
Chandigarh,2021,April,"Week 4",2702342,271256,231294,3068
Chandigarh,2021,April,"Week 5",806026,84570,70069,943
Chandigarh,2021,August,"Week 1",4337061,433754,427868,5677
Chandigarh,2021,August,"Week 2",4417805,434012,428094,5677
Chandigarh,2021,August,"Week 3",4508001,434309,428326,5679
Chandigarh,2021,August,"Week 4",4612132,455522,449570,5685
Chandigarh,2021,August,"Week 5",2009522,195297,192740,2439
Chandigarh,2021,February,"Week 1",1542997,147214,143582,2358
Chandigarh,2021,February,"Week 2",1611185,148303,144871,2405
Chandigarh,2021,February,"Week 3",1676393,149424,145924,2435
Chandigarh,2021,February,"Week 4",1749970,151242,146765,2456
Chandigarh,2021,January,"Week 1",1297226,139758,135534,2248
Chandigarh,2021,January,"Week 2",1355376,142320,138225,2294
Chandigarh,2021,January,"Week 3",1409579,143925,140176,2311
Chandigarh,2021,January,"Week 4",1463561,145300,141975,2335
Chandigarh,2021,January,"Week 5",645590,62706,61229,1002
Chandigarh,2021,July,"Week 1",4014283,432105,425537,5659
Chandigarh,2021,July,"Week 2",4090042,432795,426493,5663
Chandigarh,2021,July,"Week 3",4166761,433191,427171,5663
Chandigarh,2021,July,"Week 4",4233955,433494,427590,5663
Chandigarh,2021,July,"Week 5",1837201,185853,183319,2430
Chandigarh,2021,June,"Week 1",3630678,423279,410549,5360
Chandigarh,2021,June,"Week 2",3744555,426892,417342,5504
Chandigarh,2021,June,"Week 3",3835434,429386,420895,5620
Chandigarh,2021,June,"Week 4",3914424,430970,423685,5648
Chandigarh,2021,June,"Week 5",1132593,123326,121393,1616
Chandigarh,2021,March,"Week 1",1831522,154419,148015,2482
Chandigarh,2021,March,"Week 2",1914487,159089,150356,2499
Chandigarh,2021,March,"Week 3",2002992,166726,153861,2518
Chandigarh,2021,March,"Week 4",2100523,177730,159081,2583
Chandigarh,2021,March,"Week 5",929831,80200,70570,1135
Chandigarh,2021,May,"Week 1",2936658,321711,261864,3632
Chandigarh,2021,May,"Week 2",3112039,362515,298983,4111
Chandigarh,2021,May,"Week 3",3275871,394565,341789,4550
Chandigarh,2021,May,"Week 4",3435960,412553,379460,5003
Chandigarh,2021,May,"Week 5",1517005,179708,171103,2238
Chandigarh,2021,October,"Week 1",5228435,456714,450718,5736
Chandigarh,2021,October,"Week 2",5321663,456974,450966,5740
Chandigarh,2021,October,"Week 3",5403532,457141,451219,5740
Chandigarh,2021,October,"Week 4",5485178,457281,451344,5740
Chandigarh,2021,October,"Week 5",2374272,196037,193477,2460
Chandigarh,2021,September,"Week 1",4760004,455818,449853,5699
Chandigarh,2021,September,"Week 2",4863019,456050,450133,5715
Chandigarh,2021,September,"Week 3",4973947,456244,450267,5726
Chandigarh,2021,September,"Week 4",5088948,456463,450434,5733
Chandigarh,2021,September,"Week 5",1467210,130454,128733,1638
Chhattisgarh,2020,April,"Week 1",7392,67,36,0
Chhattisgarh,2020,April,"Week 2",22929,166,69,0
Chhattisgarh,2020,April,"Week 3",44741,249,164,0
Chhattisgarh,2020,April,"Week 4",88058,257,218,0
Chhattisgarh,2020,April,"Week 5",34087,78,70,0
Chhattisgarh,2020,August,"Week 1",2387500,71982,52748,478
Chhattisgarh,2020,August,"Week 2",2714757,91754,64670,745
Chhattisgarh,2020,August,"Week 3",3066000,119256,76672,1100
Chhattisgarh,2020,August,"Week 4",3562788,164298,96342,1541
Chhattisgarh,2020,August,"Week 5",1713990,90341,49110,808
Chhattisgarh,2020,December,"Week 1",18888275,1707114,1549527,20684
Chhattisgarh,2020,December,"Week 2",20496659,1779002,1623893,21482
Chhattisgarh,2020,December,"Week 3",22053398,1852486,1710677,22151
Chhattisgarh,2020,December,"Week 4",23461758,1912566,1787611,22838
Chhattisgarh,2020,December,"Week 5",10457910,835586,789683,10057
Chhattisgarh,2020,July,"Week 1",1244727,22106,17555,98
Chhattisgarh,2020,July,"Week 2",1433718,27646,21466,121
Chhattisgarh,2020,July,"Week 3",1668927,36295,25778,170
Chhattisgarh,2020,July,"Week 4",1960535,50249,33422,272
Chhattisgarh,2020,July,"Week 5",929329,26648,17787,155
Chhattisgarh,2020,June,"Week 1",555356,5367,1383,17
Chhattisgarh,2020,June,"Week 2",680515,9734,3348,42
Chhattisgarh,2020,June,"Week 3",817928,13716,8172,68
Chhattisgarh,2020,June,"Week 4",995202,17411,12228,87
Chhattisgarh,2020,June,"Week 5",317036,5653,4400,26
Chhattisgarh,2020,March,"Week 3",0,3,0,0
Chhattisgarh,2020,March,"Week 4",0,25,0,0
Chhattisgarh,2020,March,"Week 5",0,24,2,0
Chhattisgarh,2020,May,"Week 1",141581,378,252,0
Chhattisgarh,2020,May,"Week 2",184572,414,348,0
Chhattisgarh,2020,May,"Week 3",256845,655,409,0
Chhattisgarh,2020,May,"Week 4",381234,2052,502,0
Chhattisgarh,2020,May,"Week 5",199561,1360,316,3
Chhattisgarh,2020,November,"Week 1",13279553,1359848,1185684,16146
Chhattisgarh,2020,November,"Week 2",14459381,1440617,1279993,17534
Chhattisgarh,2020,November,"Week 3",15434562,1509610,1356191,18527
Chhattisgarh,2020,November,"Week 4",16898562,1603978,1426922,19472
Chhattisgarh,2020,November,"Week 5",5100728,473320,427343,5701
Chhattisgarh,2020,October,"Week 1",8226052,866304,659048,7383
Chhattisgarh,2020,October,"Week 2",9489426,998621,797825,8773
Chhattisgarh,2020,October,"Week 3",10703442,1124090,926324,10473
Chhattisgarh,2020,October,"Week 4",11765855,1232105,1055945,12707
Chhattisgarh,2020,October,"Week 5",5363401,556164,483265,6128
Chhattisgarh,2020,September,"Week 1",4461519,283377,138207,2369
Chhattisgarh,2020,September,"Week 2",5276318,410450,192726,3562
Chhattisgarh,2020,September,"Week 3",6241550,562733,298924,4503
Chhattisgarh,2020,September,"Week 4",7117752,694108,452183,5517
Chhattisgarh,2020,September,"Week 5",2199960,224257,160232,1873
Chhattisgarh,2021,April,"Week 1",41365518,2603820,2282288,30301
Chhattisgarh,2021,April,"Week 2",43540951,3117093,2434914,34418
Chhattisgarh,2021,April,"Week 3",45945681,3817038,2893616,41492
Chhattisgarh,2021,April,"Week 4",48463129,4568278,3665813,51367
Chhattisgarh,2021,April,"Week 5",14353564,1442406,1188645,16893
Chhattisgarh,2021,August,"Week 1",80769478,7018900,6911209,94722
Chhattisgarh,2021,August,"Week 2",82635610,7024041,6918342,94805
Chhattisgarh,2021,August,"Week 3",84307393,7027519,6925440,94848
Chhattisgarh,2021,August,"Week 4",85667896,7029907,6930523,94882
Chhattisgarh,2021,August,"Week 5",37078002,3013269,2971273,40665
Chhattisgarh,2021,February,"Week 1",30172886,2146764,2090820,26067
Chhattisgarh,2021,February,"Week 2",31230875,2159206,2107183,26313
Chhattisgarh,2021,February,"Week 3",32235889,2171226,2123489,26526
Chhattisgarh,2021,February,"Week 4",33275609,2183330,2136466,26744
Chhattisgarh,2021,January,"Week 1",25291099,1984762,1892165,23911
Chhattisgarh,2021,January,"Week 2",26617420,2029829,1946195,24529
Chhattisgarh,2021,January,"Week 3",27743759,2058076,1989119,24971
Chhattisgarh,2021,January,"Week 4",28760317,2085623,2026001,25430
Chhattisgarh,2021,January,"Week 5",12611073,915158,891125,11088
Chhattisgarh,2021,July,"Week 1",73264118,6970377,6838867,94187
Chhattisgarh,2021,July,"Week 2",74875331,6985871,6859285,94338
Chhattisgarh,2021,July,"Week 3",76666965,6999226,6879019,94481
Chhattisgarh,2021,July,"Week 4",78169398,7008345,6894799,94598
Chhattisgarh,2021,July,"Week 5",34062697,3005695,2959214,40567
Chhattisgarh,2021,June,"Week 1",65376684,6845481,6562952,92147
Chhattisgarh,2021,June,"Week 2",67599403,6898549,6693264,93075
Chhattisgarh,2021,June,"Week 3",69621539,6928265,6763807,93584
Chhattisgarh,2021,June,"Week 4",71335333,6948830,6805544,93942
Chhattisgarh,2021,June,"Week 5",20663698,1988557,1949802,26877
Chhattisgarh,2021,March,"Week 1",34430581,2194907,2147931,26952
Chhattisgarh,2021,March,"Week 2",35681214,2211514,2160211,27126
Chhattisgarh,2021,March,"Week 3",37312592,2246490,2176059,27460
Chhattisgarh,2021,March,"Week 4",39055772,2327884,2202388,28166
Chhattisgarh,2021,March,"Week 5",17169015,1035327,955163,12397
Chhattisgarh,2021,May,"Week 1",52008532,5509465,4564641,66425
Chhattisgarh,2021,May,"Week 2",54973497,6105701,5166665,76478
Chhattisgarh,2021,May,"Week 3",58160351,6473651,5745228,84111
Chhattisgarh,2021,May,"Week 4",61365701,6691738,6199189,88991
Chhattisgarh,2021,May,"Week 5",27215599,2908408,2751449,39043
Chhattisgarh,2021,October,"Week 1",92422463,7037909,6941266,94970
Chhattisgarh,2021,October,"Week 2",93362931,7038862,6942446,94989
Chhattisgarh,2021,October,"Week 3",94147361,7039806,6943484,94993
Chhattisgarh,2021,October,"Week 4",95117086,7041126,6944421,95011
Chhattisgarh,2021,October,"Week 5",41083789,3018057,2976396,40728
Chhattisgarh,2021,September,"Week 1",87443298,7032213,6934697,94894
Chhattisgarh,2021,September,"Week 2",88659676,7033936,6936351,94906
Chhattisgarh,2021,September,"Week 3",89828137,7035271,6938068,94925
Chhattisgarh,2021,September,"Week 4",91052751,7036559,6939563,94945
Chhattisgarh,2021,September,"Week 5",26224419,2010682,1982966,27131
"Dadra and Nagar Haveli and Daman and Diu",2020,April,"Week 2",1054,0,0,0
"Dadra and Nagar Haveli and Daman and Diu",2020,April,"Week 3",2740,0,0,0
"Dadra and Nagar Haveli and Daman and Diu",2020,April,"Week 4",10545,0,0,0
"Dadra and Nagar Haveli and Daman and Diu",2020,April,"Week 5",6385,0,0,0
"Dadra and Nagar Haveli and Daman and Diu",2020,August,"Week 1",303303,9300,6341,14
"Dadra and Nagar Haveli and Daman and Diu",2020,August,"Week 2",322628,11556,8417,14
"Dadra and Nagar Haveli and Daman and Diu",2020,August,"Week 3",344950,13703,10646,14
"Dadra and Nagar Haveli and Daman and Diu",2020,August,"Week 4",365478,15432,12775,14
"Dadra and Nagar Haveli and Daman and Diu",2020,August,"Week 5",161490,7015,6112,6
"Dadra and Nagar Haveli and Daman and Diu",2020,December,"Week 1",506870,23339,23009,14
"Dadra and Nagar Haveli and Daman and Diu",2020,December,"Week 2",506870,23437,23075,14
"Dadra and Nagar Haveli and Daman and Diu",2020,December,"Week 3",506870,23461,23166,14
"Dadra and Nagar Haveli and Daman and Diu",2020,December,"Week 4",506870,23502,23213,14
"Dadra and Nagar Haveli and Daman and Diu",2020,December,"Week 5",217230,10086,9958,6
"Dadra and Nagar Haveli and Daman and Diu",2020,July,"Week 1",236266,2328,1015,1
"Dadra and Nagar Haveli and Daman and Diu",2020,July,"Week 2",252456,3418,1785,7
"Dadra and Nagar Haveli and Daman and Diu",2020,July,"Week 3",268480,4535,3003,14
"Dadra and Nagar Haveli and Daman and Diu",2020,July,"Week 4",283578,6326,3888,14
"Dadra and Nagar Haveli and Daman and Diu",2020,July,"Week 5",126446,3320,2076,6
"Dadra and Nagar Haveli and Daman and Diu",2020,June,"Week 1",91818,84,8,0
"Dadra and Nagar Haveli and Daman and Diu",2020,June,"Week 2",120185,208,14,0
"Dadra and Nagar Haveli and Daman and Diu",2020,June,"Week 3",182862,472,104,0
"Dadra and Nagar Haveli and Daman and Diu",2020,June,"Week 4",209965,1062,297,0
"Dadra and Nagar Haveli and Daman and Diu",2020,June,"Week 5",63633,416,157,0
"Dadra and Nagar Haveli and Daman and Diu",2020,May,"Week 1",31788,3,0,0
"Dadra and Nagar Haveli and Daman and Diu",2020,May,"Week 2",41029,7,3,0
"Dadra and Nagar Haveli and Daman and Diu",2020,May,"Week 3",52982,7,7,0
"Dadra and Nagar Haveli and Daman and Diu",2020,May,"Week 4",70477,13,7,0
"Dadra and Nagar Haveli and Daman and Diu",2020,May,"Week 5",34431,6,3,0
"Dadra and Nagar Haveli and Daman and Diu",2020,November,"Week 1",506870,22820,22379,14
"Dadra and Nagar Haveli and Daman and Diu",2020,November,"Week 2",506870,22907,22560,14
"Dadra and Nagar Haveli and Daman and Diu",2020,November,"Week 3",506870,23092,22658,14
"Dadra and Nagar Haveli and Daman and Diu",2020,November,"Week 4",506870,23251,22779,14
"Dadra and Nagar Haveli and Daman and Diu",2020,November,"Week 5",144820,6654,6548,4
"Dadra and Nagar Haveli and Daman and Diu",2020,October,"Week 1",471392,21589,20662,14
"Dadra and Nagar Haveli and Daman and Diu",2020,October,"Week 2",488451,22094,21231,14
"Dadra and Nagar Haveli and Daman and Diu",2020,October,"Week 3",502957,22298,21732,14
"Dadra and Nagar Haveli and Daman and Diu",2020,October,"Week 4",506870,22571,22021,14
"Dadra and Nagar Haveli and Daman and Diu",2020,October,"Week 5",217230,9736,9512,6
"Dadra and Nagar Haveli and Daman and Diu",2020,September,"Week 1",389221,17500,15435,14
"Dadra and Nagar Haveli and Daman and Diu",2020,September,"Week 2",405554,18862,16853,14
"Dadra and Nagar Haveli and Daman and Diu",2020,September,"Week 3",425083,20027,18365,14
"Dadra and Nagar Haveli and Daman and Diu",2020,September,"Week 4",446287,20882,19472,14
"Dadra and Nagar Haveli and Daman and Diu",2020,September,"Week 5",131492,6072,5785,4
