State,Year,Month,Week,Tested,Confirmed,Recovered,Deceased
Delhi,2020,December,"Week 5",25731310,1874282,1825250,31561
Delhi,2020,July,"Week 1",4322019,676970,474523,20941
Delhi,2020,July,"Week 2",5138339,773556,607327,23333
Delhi,2020,July,"Week 3",5569764,848963,708137,25181
Delhi,2020,July,"Week 4",6480834,905707,789468,26608
Delhi,2020,July,"Week 5",3040698,403311,359287,11806
Delhi,2020,June,"Week 1",1648276,174539,69407,4634
Delhi,2020,June,"Week 2",1905660,245713,92360,7660
Delhi,2020,June,"Week 3",2291357,354206,159601,13432
Delhi,2020,June,"Week 4",3080971,513932,311116,17001
Delhi,2020,June,"Week 5",1046325,172521,114583,5422
Delhi,2020,March,"Week 1",0,11,0,0
Delhi,2020,March,"Week 2",0,36,0,0
Delhi,2020,March,"Week 3",0,96,0,0
Delhi,2020,March,"Week 4",0,251,0,0
Delhi,2020,March,"Week 5",0,289,18,6
Delhi,2020,May,"Week 1",446809,33923,10157,448
Delhi,2020,May,"Week 2",696271,51123,16653,589
Delhi,2020,May,"Week 3",982073,71338,31640,1096
Delhi,2020,May,"Week 4",1224562,98703,47188,1883
Delhi,2020,May,"Week 5",619149,55779,24399,1287
Delhi,2020,November,"Week 1",34162591,2873043,2566074,47035
Delhi,2020,November,"Week 2",36828205,3217466,2869205,50694
Delhi,2020,November,"Week 3",39177722,3524274,3180244,55552
Delhi,2020,November,"Week 4",41877415,3820256,3491472,60962
Delhi,2020,November,"Week 5",12525460,1137022,1050806,18240
Delhi,2020,October,"Week 1",22950588,2032870,1823149,38560
Delhi,2020,October,"Week 2",25343772,2163384,1971146,40415
Delhi,2020,October,"Week 3",27896834,2314582,2110269,42109
Delhi,2020,October,"Week 4",30512383,2495741,2264356,43899
Delhi,2020,October,"Week 5",13893784,1144103,1028665,19404
Delhi,2020,September,"Week 1",11947568,1297323,1135435,31660
Delhi,2020,September,"Week 2",14144387,1467445,1250522,32838
Delhi,2020,September,"Week 3",16983133,1668463,1414319,34370
Delhi,2020,September,"Week 4",19666400,1846971,1600344,36108
Delhi,2020,September,"Week 5",6100123,556040,490927,10681
Delhi,2021,April,"Week 1",104335972,4738421,4560365,77569
Delhi,2021,April,"Week 2",108891336,5098433,4773964,79202
Delhi,2021,April,"Week 3",113565701,5982084,5388792,85412
Delhi,2021,April,"Week 4",117423357,7187556,6425969,99894
Delhi,2021,April,"Week 5",34220825,2271619,2042362,31919
Delhi,2021,August,"Week 1",167555967,10055617,9876451,175415
Delhi,2021,August,"Week 2",170859397,10058266,9879312,175474
Delhi,2021,August,"Week 3",173951564,10060341,9881601,175525
Delhi,2021,August,"Week 4",177010005,10062622,9884275,175557
Delhi,2021,August,"Week 5",76874277,4313216,4236857,75243
Delhi,2021,February,"Week 1",76760563,4449412,4364958,76078
Delhi,2021,February,"Week 2",79701364,4455748,4372175,76203
Delhi,2021,February,"Week 3",82509004,4462286,4378679,76272
Delhi,2021,February,"Week 4",85367112,4470397,4385784,76339
Delhi,2021,January,"Week 1",62598949,4391418,4283586,74188
Delhi,2021,January,"Week 2",66177117,4413519,4315292,74836
Delhi,2021,January,"Week 3",69531880,4428232,4335976,75290
Delhi,2021,January,"Week 4",72767316,4438355,4350585,75693
Delhi,2021,January,"Week 5",32033921,1904825,1867934,32543
Delhi,2021,July,"Week 1",152444550,10041744,9859785,174950
Delhi,2021,July,"Week 2",156039426,10045553,9865204,175105
Delhi,2021,July,"Week 3",159503061,10048624,9869178,175203
Delhi,2021,July,"Week 4",162758782,10051320,9872012,175304
Delhi,2021,July,"Week 5",70787890,4308616,4231747,75154
Delhi,2021,June,"Week 1",137211689,9998259,9772661,171420
Delhi,2021,June,"Week 2",140799784,10014316,9813053,173354
Delhi,2021,June,"Week 3",144351312,10023950,9832406,174259
Delhi,2021,June,"Week 4",147877984,10034811,9848264,174666
Delhi,2021,June,"Week 5",42886273,2868282,2815424,49948
Delhi,2021,March,"Week 1",88327755,4481658,4393656,76409
Delhi,2021,March,"Week 2",91585079,4497324,4406767,76533
Delhi,2021,March,"Week 3",95117687,4520703,4423426,76650
Delhi,2021,March,"Week 4",99024304,4570639,4454815,76871
Delhi,2021,March,"Week 5",43556089,1982660,1925306,33055
Delhi,2021,May,"Week 1",122132404,8635233,7868771,123891
Delhi,2021,May,"Week 2",125692179,9434157,8718792,139923
Delhi,2021,May,"Week 3",128868216,9812170,9300773,154463
Delhi,2021,May,"Week 4",132066746,9938207,9618218,164647
Delhi,2021,May,"Week 5",57700920,4276478,4167842,72461
Delhi,2021,October,"Week 1",195323702,10072976,9894699,175615
Delhi,2021,October,"Week 2",198238321,10074561,9896408,175621
Delhi,2021,October,"Week 3",200941534,10075885,9898045,175626
Delhi,2021,October,"Week 4",203566375,10077456,9899502,175637
Delhi,2021,October,"Week 5",88110667,4319483,4243179,75273
Delhi,2021,September,"Week 1",181503124,10065433,9887351,175575
Delhi,2021,September,"Week 2",184875403,10067336,9888948,175581
Delhi,2021,September,"Week 3",188154651,10069185,9890803,175592
Delhi,2021,September,"Week 4",191298747,10070803,9892482,175597
Delhi,2021,September,"Week 5",55265332,2877689,2826723,50174
Goa,2020,April,"Week 1",1320,44,0,0
Goa,2020,April,"Week 2",2597,49,21,0
Goa,2020,April,"Week 3",5329,49,45,0
Goa,2020,April,"Week 4",9257,49,49,0
Goa,2020,April,"Week 5",3902,14,14,0
Goa,2020,August,"Week 1",967064,49598,35431,417
Goa,2020,August,"Week 2",1079219,66779,45195,586
Goa,2020,August,"Week 3",1192560,86563,58993,814
Goa,2020,August,"Week 4",1297229,102973,78298,1100
Goa,2020,August,"Week 5",591524,50975,39492,553
Goa,2020,December,"Week 1",2493229,339225,324721,4871
Goa,2020,December,"Week 2",2574514,344478,331356,4928
Goa,2020,December,"Week 3",2650428,349000,337180,5019
Goa,2020,December,"Week 4",2726446,353625,341743,5104
Goa,2020,December,"Week 5",1192017,152931,147900,2211
Goa,2020,July,"Week 1",518253,11606,6154,40
Goa,2020,July,"Week 2",629033,16598,9889,87
Goa,2020,July,"Week 3",737067,24384,14503,150
Goa,2020,July,"Week 4",847387,33019,21390,226
Goa,2020,July,"Week 5",389326,17106,12000,126
Goa,2020,June,"Week 1",175623,1207,416,0
Goa,2020,June,"Week 2",258695,3043,481,0
Goa,2020,June,"Week 3",333185,4879,757,0
Goa,2020,June,"Week 4",408322,7084,2249,14
Goa,2020,June,"Week 5",130866,2566,1120,6
Goa,2020,March,"Week 4",0,12,0,0
Goa,2020,March,"Week 5",0,15,0,0
Goa,2020,May,"Week 1",19918,49,49,0
Goa,2020,May,"Week 2",36169,57,49,0
Goa,2020,May,"Week 3",63429,250,49,0
Goa,2020,May,"Week 4",90662,446,170,0
Goa,2020,May,"Week 5",53503,210,127,0
Goa,2020,November,"Week 1",2144017,310490,291155,4373
Goa,2020,November,"Week 2",2219637,318372,301172,4570
Goa,2020,November,"Week 3",2285106,324317,309983,4679
Goa,2020,November,"Week 4",2369200,330509,316946,4773
Goa,2020,November,"Week 5",696070,95767,91730,1375
Goa,2020,October,"Week 1",1828253,247252,210039,3193
Goa,2020,October,"Week 2",1903980,268187,232880,3525
Goa,2020,October,"Week 3",1972325,283964,255073,3799
Goa,2020,October,"Week 4",2034893,295919,273496,4037
Goa,2020,October,"Week 5",896415,130243,121255,1803
Goa,2020,September,"Week 1",1459512,138323,104564,1540
Goa,2020,September,"Week 2",1548782,163891,127041,1942
Goa,2020,September,"Week 3",1634489,191016,149480,2349
Goa,2020,September,"Week 4",1721410,216773,176028,2712
Goa,2020,September,"Week 5",507584,66195,55906,847
Goa,2021,April,"Week 1",3875948,414005,392962,5847
Goa,2021,April,"Week 2",4004244,436070,400345,5941
Goa,2021,April,"Week 3",4143565,471822,414782,6254
Goa,2021,April,"Week 4",4348196,545244,440328,7201
Goa,2021,April,"Week 5",1298875,179080,132923,2314
Goa,2021,August,"Week 1",7516062,1200529,1171372,22075
Goa,2021,August,"Week 2",7756435,1205150,1176312,22154
Goa,2021,August,"Week 3",8009596,1209420,1180900,22248
Goa,2021,August,"Week 4",8249821,1214025,1185230,22319
Goa,2021,August,"Week 5",3611877,521596,509297,9594
Goa,2021,February,"Week 1",3203083,375890,365179,5386
Goa,2021,February,"Week 2",3275972,378694,368730,5432
Goa,2021,February,"Week 3",3347309,380939,371914,5498
Goa,2021,February,"Week 4",3421043,383499,374201,5538
Goa,2021,January,"Week 1",2837452,359543,348117,5194
Goa,2021,January,"Week 2",2925862,363490,352419,5237
Goa,2021,January,"Week 3",3007868,367409,356041,5290
Goa,2021,January,"Week 4",3087770,370878,359948,5333
Goa,2021,January,"Week 5",1347354,160028,155477,2300
Goa,2021,July,"Week 1",6572644,1172135,1136126,21500
Goa,2021,July,"Week 2",6795181,1180968,1146245,21665
Goa,2021,July,"Week 3",7010546,1188074,1155383,21770
Goa,2021,July,"Week 4",7214313,1193498,1163145,21925
Goa,2021,July,"Week 5",3154682,513098,500433,9437
Goa,2021,June,"Week 1",5870070,1108308,1025890,19145
Goa,2021,June,"Week 2",6029968,1130990,1073845,20305
Goa,2021,June,"Week 3",6174990,1147264,1100993,20822
Goa,2021,June,"Week 4",6335273,1159445,1119748,21187
Goa,2021,June,"Week 5",1840314,333138,322521,6102
Goa,2021,March,"Week 1",3494962,386515,376455,5583
Goa,2021,March,"Week 2",3568030,389810,379254,5621
Goa,2021,March,"Week 3",3644602,394069,382236,5691
Goa,2021,March,"Week 4",3731867,400020,385663,5755
Goa,2021,March,"Week 5",1627748,173590,166699,2487
Goa,2021,May,"Week 1",4739541,712857,512675,9689
Goa,2021,May,"Week 2",5086786,871837,631713,12633
Goa,2021,May,"Week 3",5358920,971336,784205,15306
Goa,2021,May,"Week 4",5581874,1045324,913792,17212
Goa,2021,May,"Week 5",2459561,465149,415449,7871
Goa,2021,October,"Week 1",9590018,1236983,1208293,23238
Goa,2021,October,"Week 2",9798313,1240153,1212030,23310
Goa,2021,October,"Week 3",9990469,1243103,1215364,23442
Goa,2021,October,"Week 4",10166728,1245403,1218276,23519
Goa,2021,October,"Week 5",4397820,534256,523020,10091
Goa,2021,September,"Week 1",8614609,1220258,1191561,22438
Goa,2021,September,"Week 2",8844686,1223668,1195655,22507
Goa,2021,September,"Week 3",9060432,1227747,1199330,23046
Goa,2021,September,"Week 4",9302862,1232116,1202560,23106
Goa,2021,September,"Week 5",2701843,352749,344437,6626
Gujarat,2020,April,"Week 1",0,827,106,69
Gujarat,2020,April,"Week 2",66875,3032,285,153
Gujarat,2020,April,"Week 3",188934,10030,691,387
Gujarat,2020,April,"Week 4",337630,21540,2125,969
Gujarat,2020,April,"Week 5",123495,8477,1140,411
Gujarat,2020,August,"Week 1",6007726,460110,340108,17742
Gujarat,2020,August,"Week 2",7500264,512849,394711,18850
Gujarat,2020,August,"Week 3",9994866,567019,447082,19741
Gujarat,2020,August,"Week 4",13299857,623314,500057,20509
Gujarat,2020,August,"Week 5",6793294,285473,230501,9021
Gujarat,2020,December,"Week 1",56719118,1510443,1379482,28342
Gujarat,2020,December,"Week 2",59857878,1576683,1452811,29029
Gujarat,2020,December,"Week 3",62611344,1632284,1517426,29529
Gujarat,2020,December,"Week 4",65295961,1680247,1575991,29877
Gujarat,2020,December,"Week 5",28794288,732755,690313,12903
Gujarat,2020,July,"Week 1",2825350,248018,177961,13476
Gujarat,2020,July,"Week 2",3195249,287318,201482,14238
Gujarat,2020,July,"Week 3",3670967,332552,237413,14922
Gujarat,2020,July,"Week 4",4395953,383069,277797,16120
Gujarat,2020,July,"Week 5",2215856,180849,132176,7255
Gujarat,2020,June,"Week 1",1636890,130408,87531,8090
Gujarat,2020,June,"Week 2",1907529,154470,105914,9668
Gujarat,2020,June,"Week 3",2160248,179790,125253,11115
Gujarat,2020,June,"Week 4",2420660,207216,150303,12257
Gujarat,2020,June,"Week 5",741352,64666,46918,3676
Gujarat,2020,March,"Week 3",0,23,0,0
Gujarat,2020,March,"Week 4",0,268,0,0
Gujarat,2020,March,"Week 5",0,207,9,17
Gujarat,2020,May,"Week 1",592974,40890,8459,2296
Gujarat,2020,May,"Week 2",811540,59701,19849,3616
Gujarat,2020,May,"Week 3",1040288,81637,33396,4825
Gujarat,2020,May,"Week 4",1301083,101079,47782,6190
Gujarat,2020,May,"Week 5",619191,49094,27758,3025
Gujarat,2020,November,"Week 1",43821997,1236634,1124264,26180
Gujarat,2020,November,"Week 2",46389283,1287252,1174898,26456
Gujarat,2020,November,"Week 3",48921847,1342850,1227830,26762
Gujarat,2020,November,"Week 4",52273288,1414008,1287542,27346
Gujarat,2020,November,"Week 5",15585354,418058,380441,7958
Gujarat,2020,October,"Week 1",32503561,998960,858234,24495
Gujarat,2020,October,"Week 2",35086863,1060942,926691,24982
Gujarat,2020,October,"Week 3",37621643,1117673,991623,25459
Gujarat,2020,October,"Week 4",40195081,1169988,1048246,25812
Gujarat,2020,October,"Week 5",18006736,515993,465602,11141
Gujarat,2020,September,"Week 1",18431792,711883,577583,21551
Gujarat,2020,September,"Week 2",22014678,776853,640774,22279
Gujarat,2020,September,"Week 3",25652393,843674,707911,23034
Gujarat,2020,September,"Week 4",28767476,912700,774039,23764
Gujarat,2020,September,"Week 5",8774090,273398,233290,6895
Gujarat,2021,April,"Week 1",97578176,2231786,2091530,31984
Gujarat,2021,April,"Week 2",104045745,2440348,2206331,33670
Gujarat,2021,April,"Week 3",111766989,2844135,2365936,37739
Gujarat,2021,April,"Week 4",120406711,3473189,2631518,44367
Gujarat,2021,April,"Week 5",35918913,1120949,826916,14193
Gujarat,2021,August,"Week 1",180651721,5774714,5702630,70534
Gujarat,2021,August,"Week 2",183820439,5775720,5703817,70542
Gujarat,2021,August,"Week 3",186876617,5776641,5704809,70547
Gujarat,2021,August,"Week 4",189694058,5777420,5705726,70559
Gujarat,2021,August,"Week 5",82185672,2476230,2445536,30243
Gujarat,2021,February,"Week 1",76761498,1838640,1788387,30742
Gujarat,2021,February,"Week 2",78281791,1851160,1807320,30790
Gujarat,2021,February,"Week 3",79765681,1864068,1821394,30822
Gujarat,2021,February,"Week 4",81393734,1880306,1835317,30854
Gujarat,2021,January,"Week 1",69000871,1735179,1642411,30248
Gujarat,2021,January,"Week 2",71123988,1767593,1684504,30427
Gujarat,2021,January,"Week 3",72895849,1794449,1721345,30567
Gujarat,2021,January,"Week 4",74388948,1816188,1755247,30651
Gujarat,2021,January,"Week 5",32378409,783665,760298,13159
Gujarat,2021,July,"Week 1",167467967,5766778,5679374,70477
Gujarat,2021,July,"Week 2",170081145,5769605,5691948,70513
Gujarat,2021,July,"Week 3",172811575,5771397,5697359,70527
Gujarat,2021,July,"Week 4",176063899,5772968,5700178,70532
Gujarat,2021,July,"Week 5",76459027,2474556,2443548,30228
Gujarat,2021,June,"Week 1",154596218,5699085,5473745,69322
Gujarat,2021,June,"Week 2",158179285,5735242,5581941,69872
Gujarat,2021,June,"Week 3",161214805,5753002,5632416,70154
Gujarat,2021,June,"Week 4",163898287,5760991,5661130,70317
Gujarat,2021,June,"Week 5",47321917,1646956,1620598,20115
Gujarat,2021,March,"Week 1",83265830,1902493,1852244,30888
Gujarat,2021,March,"Week 2",85313186,1931793,1874362,30936
Gujarat,2021,March,"Week 3",87782806,1979072,1907145,31045
Gujarat,2021,March,"Week 4",91108654,2061109,1962910,31306
Gujarat,2021,March,"Week 5",40238673,916154,865711,13529
Gujarat,2021,May,"Week 1",130235672,4341555,3257377,54391
Gujarat,2021,May,"Week 2",136969577,4922450,3943400,60322
Gujarat,2021,May,"Week 3",143131674,5351121,4607987,64844
Gujarat,2021,May,"Week 4",148213373,5561965,5059405,67581
Gujarat,2021,May,"Week 5",65009555,2422274,2286385,29438
Gujarat,2021,October,"Week 1",206946816,5782128,5710326,70580
Gujarat,2021,October,"Week 2",209706445,5783163,5711236,70601
Gujarat,2021,October,"Week 3",212239721,5784155,5712209,70604
Gujarat,2021,October,"Week 4",214542598,5785081,5713284,70613
Gujarat,2021,October,"Week 5",92666536,2479660,2448789,30266
Gujarat,2021,September,"Week 1",193936657,5778343,5706723,70572
Gujarat,2021,September,"Week 2",197184593,5779177,5707503,70574
Gujarat,2021,September,"Week 3",200134885,5779960,5708388,70574
Gujarat,2021,September,"Week 4",203209728,5780831,5709249,70574
Gujarat,2021,September,"Week 5",58604211,1651852,1631374,20164
Haryana,2020,April,"Week 1",7820,577,200,4
Haryana,2020,April,"Week 2",26406,1281,286,17
Haryana,2020,April,"Week 3",75933,1630,700,21
Haryana,2020,April,"Week 4",141544,2001,1341,21
Haryana,2020,April,"Week 5",54350,650,460,7
Haryana,2020,August,"Week 1",4698445,265151,218510,3129
Haryana,2020,August,"Week 2",5405962,302589,252914,3478
Haryana,2020,August,"Week 3",6123818,343524,288710,3903
Haryana,2020,August,"Week 4",7046805,397643,326749,4377
Haryana,2020,August,"Week 5",3384031,190001,155003,2041
Haryana,2020,December,"Week 1",25946184,1685263,1564902,17766
Haryana,2020,December,"Week 2",27518426,1751660,1657728,18809
Haryana,2020,December,"Week 3",29026640,1794334,1727877,19570
Haryana,2020,December,"Week 4",30656837,1820565,1767350,20022
Haryana,2020,December,"Week 5",13570676,786051,766089,8696
Haryana,2020,July,"Week 1",2079832,115509,85390,1826
Haryana,2020,July,"Week 2",2533480,144367,108619,2077
Haryana,2020,July,"Week 3",3043629,178136,134859,2380
Haryana,2020,July,"Week 4",3688377,213789,165741,2716
Haryana,2020,July,"Week 5",1796123,102850,81987,1251
Haryana,2020,June,"Week 1",931675,23240,8299,167
Haryana,2020,June,"Week 2",1150132,41901,16237,436
Haryana,2020,June,"Week 3",1421748,64645,31395,935
Haryana,2020,June,"Week 4",1659906,87158,52124,1385
Haryana,2020,June,"Week 5",524544,28758,19474,468
Haryana,2020,March,"Week 1",0,56,0,0
Haryana,2020,March,"Week 2",0,98,0,0
Haryana,2020,March,"Week 3",0,117,0,0
Haryana,2020,March,"Week 4",0,210,0,0
Haryana,2020,March,"Week 5",0,114,58,0
Haryana,2020,May,"Week 1",265608,3459,1758,40
Haryana,2020,May,"Week 2",417099,5146,2405,71
Haryana,2020,May,"Week 3",560776,6566,4094,96
Haryana,2020,May,"Week 4",696943,8785,5566,117
Haryana,2020,May,"Week 5",343761,5735,2959,59
Haryana,2020,November,"Week 1",19179757,1220521,1108912,12894
Haryana,2020,November,"Week 2",20328273,1332962,1192723,13720
Haryana,2020,November,"Week 3",21390932,1450044,1297768,14627
Haryana,2020,November,"Week 4",23004253,1570114,1410571,15980
Haryana,2020,November,"Week 5",7112361,466648,424552,4829
Haryana,2020,October,"Week 1",14164240,936176,840076,10275
Haryana,2020,October,"Week 2",15430969,994889,909967,11068
Haryana,2020,October,"Week 3",16570111,1050528,967557,11519
Haryana,2020,October,"Week 4",17660729,1108013,1023774,12085
Haryana,2020,October,"Week 5",7908051,496494,455729,5332
Haryana,2020,September,"Week 1",8714454,506320,402012,5342
Haryana,2020,September,"Week 2",10001892,619573,481700,6506
Haryana,2020,September,"Week 3",11359110,743256,587402,7678
Haryana,2020,September,"Week 4",12626317,842319,708034,8896
Haryana,2020,September,"Week 5",3814067,255573,223691,2738
Haryana,2021,April,"Week 1",44575099,2088124,1977618,22339
Haryana,2021,April,"Week 2",46126709,2223521,2050814,22887
Haryana,2021,April,"Week 3",47949363,2501326,2181711,23948
Haryana,2021,April,"Week 4",50111219,2975260,2430034,26485
Haryana,2021,April,"Week 5",14738869,962123,763052,8334
Haryana,2021,August,"Week 1",76811355,5390018,5317599,67503
Haryana,2021,August,"Week 2",78160735,5390918,5318664,67571
Haryana,2021,August,"Week 3",79480329,5391883,5319570,67636
Haryana,2021,August,"Week 4",80767129,5392772,5320433,67690
Haryana,2021,August,"Week 5",35007723,2311408,2280463,29026
Haryana,2021,February,"Week 1",36749273,1877489,1849454,21178
Haryana,2021,February,"Week 2",37791560,1881469,1854297,21242
Haryana,2021,February,"Week 3",38555242,1885958,1858818,21288
Haryana,2021,February,"Week 4",39315723,1891968,1863285,21309
Haryana,2021,January,"Week 1",32534661,1843460,1803001,20467
Haryana,2021,January,"Week 2",33744985,1856127,1818185,20700
Haryana,2021,January,"Week 3",34775574,1864918,1830406,20926
Haryana,2021,January,"Week 4",35611609,1871060,1840169,21080
Haryana,2021,January,"Week 5",15476399,803410,790919,9050
Haryana,2021,July,"Week 1",71158913,5382359,5307621,66384
Haryana,2021,July,"Week 2",72572186,5384908,5311500,66841
Haryana,2021,July,"Week 3",73888580,5386737,5313885,67180
Haryana,2021,July,"Week 4",75070255,5388219,5315784,67338
Haryana,2021,July,"Week 5",32538228,2309655,2278621,28898
Haryana,2021,June,"Week 1",64503268,5324699,5182806,60108
Haryana,2021,June,"Week 2",66261724,5354901,5251897,62356
Haryana,2021,June,"Week 3",67823011,5369063,5283863,64246
Haryana,2021,June,"Week 4",69249304,5376885,5298079,65447
Haryana,2021,June,"Week 5",20045228,1537191,1515411,18848
Haryana,2021,March,"Week 1",40170671,1901726,1868982,21371
Haryana,2021,March,"Week 2",41027625,1917279,1877495,21465
Haryana,2021,March,"Week 3",41898155,1942469,1891902,21609
Haryana,2021,March,"Week 4",42957921,1987462,1914486,21830
Haryana,2021,March,"Week 5",18714276,869208,831288,9445
Haryana,2021,May,"Week 1",53205890,3808258,3008062,33628
Haryana,2021,May,"Week 2",55939152,4480519,3674659,41450
Haryana,2021,May,"Week 3",58892150,4959421,4378276,48551
Haryana,2021,May,"Week 4",61513432,5207914,4905906,54084
Haryana,2021,May,"Week 5",27049661,2265961,2178544,24656
Haryana,2021,October,"Week 1",87541942,5396481,5325403,69121
Haryana,2021,October,"Week 2",88499750,5397015,5325975,69299
Haryana,2021,October,"Week 3",89346663,5397620,5326408,70343
Haryana,2021,October,"Week 4",90316675,5398215,5326988,70343
Haryana,2021,October,"Week 5",39032836,2313722,2283173,30147
Haryana,2021,September,"Week 1",82554314,5393819,5321604,67774
Haryana,2021,September,"Week 2",83821533,5394461,5322947,68044
Haryana,2021,September,"Week 3",85065748,5395034,5324068,68656
Haryana,2021,September,"Week 4",86209272,5395645,5324637,68731
Haryana,2021,September,"Week 5",24821471,1541735,1521437,19748
"Himachal Pradesh",2020,April,"Week 1",0,87,8,12
"Himachal Pradesh",2020,April,"Week 2",5434,212,51,14
"Himachal Pradesh",2020,April,"Week 3",16015,264,109,14
"Himachal Pradesh",2020,April,"Week 4",32069,279,146,14
"Himachal Pradesh",2020,April,"Week 5",11905,80,53,4
"Himachal Pradesh",2020,August,"Week 1",1078588,20147,12010,91
"Himachal Pradesh",2020,August,"Week 2",1184392,24921,16088,113
"Himachal Pradesh",2020,August,"Week 3",1285207,30235,20420,138
"Himachal Pradesh",2020,August,"Week 4",1399293,36610,26101,208
"Himachal Pradesh",2020,August,"Week 5",638314,17842,13147,104
"Himachal Pradesh",2020,December,"Week 1",3903303,304344,242338,4868
"Himachal Pradesh",2020,December,"Week 2",4230217,337275,279095,5451
"Himachal Pradesh",2020,December,"Week 3",4604591,360606,313141,5956
"Himachal Pradesh",2020,December,"Week 4",5044416,377569,340733,6253
"Himachal Pradesh",2020,December,"Week 5",2286319,165285,153639,2754
"Himachal Pradesh",2020,July,"Week 1",606143,7295,4867,67
"Himachal Pradesh",2020,July,"Week 2",687409,8359,6201,70
"Himachal Pradesh",2020,July,"Week 3",788918,10408,7181,71
"Himachal Pradesh",2020,July,"Week 4",908739,14338,8207,85
"Himachal Pradesh",2020,July,"Week 5",427727,7473,4178,39
"Himachal Pradesh",2020,June,"Week 1",295656,2631,1168,42
"Himachal Pradesh",2020,June,"Week 2",351318,3285,1914,47
"Himachal Pradesh",2020,June,"Week 3",415015,4252,2651,49
"Himachal Pradesh",2020,June,"Week 4",496194,5821,3314,53
"Himachal Pradesh",2020,June,"Week 5",156883,1895,1131,17
"Himachal Pradesh",2020,March,"Week 2",0,0,0,0
"Himachal Pradesh",2020,March,"Week 3",0,4,0,0
"Himachal Pradesh",2020,March,"Week 4",0,20,0,0
"Himachal Pradesh",2020,March,"Week 5",0,9,3,3
"Himachal Pradesh",2020,May,"Week 1",53312,292,233,17
"Himachal Pradesh",2020,May,"Week 2",81458,428,244,21
"Himachal Pradesh",2020,May,"Week 3",131165,678,308,24
"Himachal Pradesh",2020,May,"Week 4",198465,1580,436,32
"Himachal Pradesh",2020,May,"Week 5",106815,939,306,18
"Himachal Pradesh",2020,November,"Week 1",2871996,164019,137213,2416
"Himachal Pradesh",2020,November,"Week 2",3120249,192430,148961,2783
"Himachal Pradesh",2020,November,"Week 3",3295059,220692,168993,3281
"Himachal Pradesh",2020,November,"Week 4",3523209,256204,198541,4019
"Himachal Pradesh",2020,November,"Week 5",1055296,80521,62241,1260
"Himachal Pradesh",2020,October,"Week 1",2144674,111100,86925,1473
"Himachal Pradesh",2020,October,"Week 2",2273227,121755,101022,1706
"Himachal Pradesh",2020,October,"Week 3",2418272,132702,112175,1845
"Himachal Pradesh",2020,October,"Week 4",2581310,143019,122801,2006
"Himachal Pradesh",2020,October,"Week 5",1167814,65112,55733,919
"Himachal Pradesh",2020,September,"Week 1",1565104,48209,34532,341
"Himachal Pradesh",2020,September,"Week 2",1687737,61935,40733,485
"Himachal Pradesh",2020,September,"Week 3",1822702,80417,49762,742
"Himachal Pradesh",2020,September,"Week 4",1960393,95527,66844,1066
"Himachal Pradesh",2020,September,"Week 5",588802,29723,22341,359
"Himachal Pradesh",2021,April,"Week 1",8983468,457450,424382,7394
"Himachal Pradesh",2021,April,"Week 2",9328703,488974,441685,7745
"Himachal Pradesh",2021,April,"Week 3",9698171,538092,466804,8264
"Himachal Pradesh",2021,April,"Week 4",10143671,615012,508815,9253
"Himachal Pradesh",2021,April,"Week 5",3007185,196216,156886,2931
"Himachal Pradesh",2021,August,"Week 1",20157038,1448083,1412486,24578
"Himachal Pradesh",2021,August,"Week 2",20835844,1462672,1420670,24664
"Himachal Pradesh",2021,August,"Week 3",21459267,1476602,1433411,24786
"Himachal Pradesh",2021,August,"Week 4",22015829,1487205,1448031,24946
"Himachal Pradesh",2021,August,"Week 5",9568761,640134,624304,10737
"Himachal Pradesh",2021,February,"Week 1",6669025,403998,394085,6787
"Himachal Pradesh",2021,February,"Week 2",6959414,406671,396409,6838
"Himachal Pradesh",2021,February,"Week 3",7281211,408208,399042,6868
"Himachal Pradesh",2021,February,"Week 4",7573204,409568,400814,6874
"Himachal Pradesh",2021,January,"Week 1",5619540,390654,371775,6535
"Himachal Pradesh",2021,January,"Week 2",5983984,395657,382224,6636
"Himachal Pradesh",2021,January,"Week 3",6206880,398818,387479,6680
"Himachal Pradesh",2021,January,"Week 4",6366928,400715,391019,6724
"Himachal Pradesh",2021,January,"Week 5",2783345,172430,168373,2893
"Himachal Pradesh",2021,July,"Week 1",17412457,1418789,1384262,24269
"Himachal Pradesh",2021,July,"Week 2",18053662,1425409,1392084,24329
"Himachal Pradesh",2021,July,"Week 3",18690252,1430869,1399038,24427
"Himachal Pradesh",2021,July,"Week 4",19293094,1435847,1404900,24489
"Himachal Pradesh",2021,July,"Week 5",8463728,617629,603568,10513
"Himachal Pradesh",2021,June,"Week 1",13897205,1356050,1262600,22663
"Himachal Pradesh",2021,June,"Week 2",14844563,1384376,1320270,23459
"Himachal Pradesh",2021,June,"Week 3",15831619,1399641,1353085,23894
"Himachal Pradesh",2021,June,"Week 4",16614587,1409438,1371113,24150
"Himachal Pradesh",2021,June,"Week 5",4863519,404103,393843,6924
"Himachal Pradesh",2021,March,"Week 1",7821973,412587,401914,6884
"Himachal Pradesh",2021,March,"Week 2",8025825,416021,404289,6930
"Himachal Pradesh",2021,March,"Week 3",8276044,421466,407219,7005
"Himachal Pradesh",2021,March,"Week 4",8573005,431840,411236,7110
"Himachal Pradesh",2021,March,"Week 5",3761377,189906,178326,3093
